STEMFLAG,OCCTITLE,ANNMEDSAL,EDLEVEL,EDLEVELNUM,county
NON-STEM,Nonfarm Animal Caretakers,25536,High school diploma or equivalent,2,spokane
NON-STEM,Nonfarm Animal Caretakers,27232,High school diploma or equivalent,2,snohomish
NON-STEM,Nonfarm Animal Caretakers,27232,High school diploma or equivalent,2,king
NON-STEM,Nonfarm Animal Caretakers,29756,High school diploma or equivalent,2,vancouver
NON-STEM,Occupational Therapy Aides,40588,High school diploma or equivalent,2,snohomish
NON-STEM,Occupational Therapy Aides,40588,High school diploma or equivalent,2,king
NON-STEM,Occupational Therapy Aides,40588,High school diploma or equivalent,2,yakima
NON-STEM,Occupational Therapy Aides,40588,High school diploma or equivalent,2,vancouver
NON-STEM,Occupational Therapy Aides,40588,High school diploma or equivalent,2,spokane
NON-STEM,"Office and Administrative Support Workers, All Other",33113,High school diploma or equivalent,2,yakima
NON-STEM,"Office and Administrative Support Workers, All Other",33793,High school diploma or equivalent,2,spokane
NON-STEM,"Office and Administrative Support Workers, All Other",37497,High school diploma or equivalent,2,vancouver
NON-STEM,"Office and Administrative Support Workers, All Other",38228,High school diploma or equivalent,2,snohomish
NON-STEM,"Office and Administrative Support Workers, All Other",38228,High school diploma or equivalent,2,king
NON-STEM,"Office Clerks, General",31013,High school diploma or equivalent,2,spokane
NON-STEM,"Office Clerks, General",31409,High school diploma or equivalent,2,yakima
NON-STEM,"Office Clerks, General",34331,High school diploma or equivalent,2,snohomish
NON-STEM,"Office Clerks, General",34331,High school diploma or equivalent,2,king
NON-STEM,"Office Clerks, General",34483,High school diploma or equivalent,2,vancouver
NON-STEM,"Office Machine Operators, Except Computer",32535,High school diploma or equivalent,2,vancouver
NON-STEM,"Office Machine Operators, Except Computer",32697,High school diploma or equivalent,2,yakima
NON-STEM,"Office Machine Operators, Except Computer",33448,High school diploma or equivalent,2,snohomish
NON-STEM,"Office Machine Operators, Except Computer",33448,High school diploma or equivalent,2,king
NON-STEM,"Office Machine Operators, Except Computer",37599,High school diploma or equivalent,2,spokane
NON-STEM,Ophthalmic Laboratory Technicians,28306,High school diploma or equivalent,2,spokane
NON-STEM,Ophthalmic Laboratory Technicians,29853,High school diploma or equivalent,2,yakima
NON-STEM,Ophthalmic Laboratory Technicians,34667,High school diploma or equivalent,2,vancouver
NON-STEM,Ophthalmic Laboratory Technicians,35950,High school diploma or equivalent,2,snohomish
NON-STEM,Ophthalmic Laboratory Technicians,35950,High school diploma or equivalent,2,king
NON-STEM,Order Clerks,34331,High school diploma or equivalent,2,yakima
NON-STEM,Order Clerks,36665,High school diploma or equivalent,2,vancouver
NON-STEM,Order Clerks,37020,High school diploma or equivalent,2,snohomish
NON-STEM,Order Clerks,37020,High school diploma or equivalent,2,king
NON-STEM,Order Clerks,37061,High school diploma or equivalent,2,spokane
NON-STEM,Orderlies,29910,High school diploma or equivalent,2,spokane
NON-STEM,Orderlies,35253,High school diploma or equivalent,2,yakima
NON-STEM,Orderlies,32158,High school diploma or equivalent,2,snohomish
NON-STEM,Orderlies,32158,High school diploma or equivalent,2,king
NON-STEM,Orderlies,33803,High school diploma or equivalent,2,vancouver
NON-STEM,Packaging and Filling Machine Operators and Tenders,25568,High school diploma or equivalent,2,yakima
NON-STEM,Packaging and Filling Machine Operators and Tenders,30596,High school diploma or equivalent,2,vancouver
NON-STEM,Packaging and Filling Machine Operators and Tenders,30749,High school diploma or equivalent,2,snohomish
NON-STEM,Packaging and Filling Machine Operators and Tenders,30749,High school diploma or equivalent,2,king
NON-STEM,Packaging and Filling Machine Operators and Tenders,32163,High school diploma or equivalent,2,spokane
NON-STEM,"Packers and Packagers, Hand",23760,No formal educational credential,1,yakima
NON-STEM,"Packers and Packagers, Hand",24451,No formal educational credential,1,spokane
NON-STEM,"Packers and Packagers, Hand",25407,No formal educational credential,1,vancouver
NON-STEM,"Packers and Packagers, Hand",29128,No formal educational credential,1,snohomish
NON-STEM,"Packers and Packagers, Hand",29128,No formal educational credential,1,king
NON-STEM,"Painters, Construction and Maintenance",33543,No formal educational credential,1,yakima
NON-STEM,"Painters, Construction and Maintenance",37313,No formal educational credential,1,vancouver
NON-STEM,"Painters, Construction and Maintenance",41700,No formal educational credential,1,spokane
NON-STEM,"Painters, Construction and Maintenance",44558,No formal educational credential,1,snohomish
NON-STEM,"Painters, Construction and Maintenance",44558,No formal educational credential,1,king
NON-STEM,"Painters, Transportation Equipment",34779,High school diploma or equivalent,2,yakima
NON-STEM,"Painters, Transportation Equipment",39675,High school diploma or equivalent,2,spokane
NON-STEM,"Painters, Transportation Equipment",56642,High school diploma or equivalent,2,vancouver
NON-STEM,"Painters, Transportation Equipment",58108,High school diploma or equivalent,2,snohomish
NON-STEM,"Painters, Transportation Equipment",58108,High school diploma or equivalent,2,king
NON-STEM,"Painting, Coating, and Decorating Workers",29598,No formal educational credential,1,vancouver
NON-STEM,"Painting, Coating, and Decorating Workers",32102,No formal educational credential,1,spokane
NON-STEM,"Painting, Coating, and Decorating Workers",44479,No formal educational credential,1,yakima
NON-STEM,"Painting, Coating, and Decorating Workers",50698,No formal educational credential,1,snohomish
NON-STEM,"Painting, Coating, and Decorating Workers",50698,No formal educational credential,1,king
NON-STEM,"Paper Goods Machine Setters, Operators, and Tenders",32784,High school diploma or equivalent,2,spokane
NON-STEM,"Paper Goods Machine Setters, Operators, and Tenders",38667,High school diploma or equivalent,2,snohomish
NON-STEM,"Paper Goods Machine Setters, Operators, and Tenders",38667,High school diploma or equivalent,2,king
NON-STEM,"Paper Goods Machine Setters, Operators, and Tenders",44713,High school diploma or equivalent,2,vancouver
NON-STEM,"Paper Goods Machine Setters, Operators, and Tenders",46006,High school diploma or equivalent,2,yakima
NON-STEM,Paralegals and Legal Assistants,45720,Associate's degree,5,yakima
NON-STEM,Paralegals and Legal Assistants,47444,Associate's degree,5,spokane
NON-STEM,Paralegals and Legal Assistants,59378,Associate's degree,5,vancouver
NON-STEM,Paralegals and Legal Assistants,63809,Associate's degree,5,snohomish
NON-STEM,Paralegals and Legal Assistants,63809,Associate's degree,5,king
NON-STEM,Parking Enforcement Workers,29706,High school diploma or equivalent,2,spokane
NON-STEM,Parking Enforcement Workers,54176,High school diploma or equivalent,2,yakima
NON-STEM,Parking Enforcement Workers,52022,High school diploma or equivalent,2,snohomish
NON-STEM,Parking Enforcement Workers,52022,High school diploma or equivalent,2,king
NON-STEM,Parking Enforcement Workers,52707,High school diploma or equivalent,2,vancouver
NON-STEM,Parking Lot Attendants,21970,No formal educational credential,1,vancouver
NON-STEM,Parking Lot Attendants,44680,No formal educational credential,1,yakima
NON-STEM,Parking Lot Attendants,23922,No formal educational credential,1,spokane
NON-STEM,Parking Lot Attendants,24594,No formal educational credential,1,snohomish
NON-STEM,Parking Lot Attendants,24594,No formal educational credential,1,king
NON-STEM,Parts Salespersons,30984,No formal educational credential,1,yakima
NON-STEM,Parts Salespersons,33960,No formal educational credential,1,spokane
NON-STEM,Parts Salespersons,36883,No formal educational credential,1,vancouver
NON-STEM,Parts Salespersons,40341,No formal educational credential,1,snohomish
NON-STEM,Parts Salespersons,40341,No formal educational credential,1,king
NON-STEM,"Patternmakers, Metal and Plastic",51370,High school diploma or equivalent,2,vancouver
NON-STEM,"Patternmakers, Metal and Plastic",62165,High school diploma or equivalent,2,spokane
NON-STEM,"Patternmakers, Metal and Plastic",51292,High school diploma or equivalent,2,yakima
NON-STEM,"Patternmakers, Metal and Plastic",67563,High school diploma or equivalent,2,snohomish
NON-STEM,"Patternmakers, Metal and Plastic",67563,High school diploma or equivalent,2,king
NON-STEM,"Patternmakers, Wood",60652,High school diploma or equivalent,2,vancouver
NON-STEM,"Patternmakers, Wood",60652,High school diploma or equivalent,2,yakima
NON-STEM,"Patternmakers, Wood",60652,High school diploma or equivalent,2,snohomish
NON-STEM,"Patternmakers, Wood",60652,High school diploma or equivalent,2,spokane
NON-STEM,"Patternmakers, Wood",60652,High school diploma or equivalent,2,king
NON-STEM,Payroll and Timekeeping Clerks,39009,High school diploma or equivalent,2,spokane
NON-STEM,Payroll and Timekeeping Clerks,44530,High school diploma or equivalent,2,vancouver
NON-STEM,Personal Care Aides,23472,No formal educational credential,1,spokane
NON-STEM,Personal Care Aides,23697,No formal educational credential,1,yakima
NON-STEM,Personal Care Aides,25311,No formal educational credential,1,vancouver
NON-STEM,Personal Care Aides,25546,No formal educational credential,1,snohomish
NON-STEM,Personal Care Aides,25546,No formal educational credential,1,king
NON-STEM,"Personal Care and Service Workers, All Other",23237,High school diploma or equivalent,2,vancouver
NON-STEM,"Personal Care and Service Workers, All Other",23932,High school diploma or equivalent,2,snohomish
NON-STEM,"Personal Care and Service Workers, All Other",23932,High school diploma or equivalent,2,king
NON-STEM,"Personal Care and Service Workers, All Other",24162,High school diploma or equivalent,2,yakima
NON-STEM,"Personal Care and Service Workers, All Other",26088,High school diploma or equivalent,2,spokane
NON-STEM,Pest Control Workers,41027,High school diploma or equivalent,2,vancouver
NON-STEM,Pest Control Workers,43084,High school diploma or equivalent,2,spokane
NON-STEM,Pest Control Workers,36733,High school diploma or equivalent,2,yakima
NON-STEM,Pest Control Workers,44113,High school diploma or equivalent,2,snohomish
NON-STEM,Pest Control Workers,44113,High school diploma or equivalent,2,king
NON-STEM,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",29583,High school diploma or equivalent,2,spokane
NON-STEM,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",33823,High school diploma or equivalent,2,yakima
NON-STEM,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",35192,High school diploma or equivalent,2,snohomish
NON-STEM,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",35192,High school diploma or equivalent,2,king
NON-STEM,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",38963,High school diploma or equivalent,2,vancouver
NON-STEM,Pharmacy Aides,26353,High school diploma or equivalent,2,yakima
NON-STEM,Pharmacy Aides,30829,High school diploma or equivalent,2,snohomish
NON-STEM,Pharmacy Aides,30829,High school diploma or equivalent,2,king
NON-STEM,Pharmacy Aides,31851,High school diploma or equivalent,2,spokane
NON-STEM,Pharmacy Aides,32117,High school diploma or equivalent,2,vancouver
NON-STEM,"Philosophy and Religion Teachers, Postsecondary",70096,Doctoral or professional degree,9,vancouver
NON-STEM,"Philosophy and Religion Teachers, Postsecondary",44688,Doctoral or professional degree,9,yakima
NON-STEM,"Philosophy and Religion Teachers, Postsecondary",71989,Doctoral or professional degree,9,spokane
NON-STEM,"Philosophy and Religion Teachers, Postsecondary",72935,Doctoral or professional degree,9,snohomish
NON-STEM,"Philosophy and Religion Teachers, Postsecondary",72935,Doctoral or professional degree,9,king
NON-STEM,Phlebotomists,30737,Postsecondary nondegree award,7,yakima
NON-STEM,Phlebotomists,35039,Postsecondary nondegree award,7,spokane
NON-STEM,Phlebotomists,36613,Postsecondary nondegree award,7,snohomish
NON-STEM,Phlebotomists,36613,Postsecondary nondegree award,7,king
NON-STEM,Phlebotomists,37900,Postsecondary nondegree award,7,vancouver
NON-STEM,Photographers,31181,High school diploma or equivalent,2,yakima
NON-STEM,Photographers,33167,High school diploma or equivalent,2,snohomish
NON-STEM,Photographers,33167,High school diploma or equivalent,2,king
NON-STEM,Photographers,39961,High school diploma or equivalent,2,spokane
NON-STEM,Photographers,44777,High school diploma or equivalent,2,vancouver
NON-STEM,Photographic Process Workers and Processing Machine Operators,24527,High school diploma or equivalent,2,yakima
NON-STEM,Photographic Process Workers and Processing Machine Operators,32102,High school diploma or equivalent,2,spokane
NON-STEM,Photographic Process Workers and Processing Machine Operators,34494,High school diploma or equivalent,2,snohomish
NON-STEM,Photographic Process Workers and Processing Machine Operators,34494,High school diploma or equivalent,2,king
NON-STEM,Photographic Process Workers and Processing Machine Operators,36571,High school diploma or equivalent,2,vancouver
NON-STEM,Physical Therapist Aides,25189,High school diploma or equivalent,2,spokane
NON-STEM,Physical Therapist Aides,28796,High school diploma or equivalent,2,snohomish
NON-STEM,Physical Therapist Aides,28796,High school diploma or equivalent,2,king
NON-STEM,Physical Therapist Aides,29399,High school diploma or equivalent,2,vancouver
NON-STEM,Physical Therapist Aides,30809,High school diploma or equivalent,2,yakima
NON-STEM,Plasterers and Stucco Masons,38873,No formal educational credential,1,vancouver
NON-STEM,Plasterers and Stucco Masons,33027,No formal educational credential,1,yakima
NON-STEM,Plasterers and Stucco Masons,56614,No formal educational credential,1,spokane
NON-STEM,Plasterers and Stucco Masons,65484,No formal educational credential,1,snohomish
